NoB,time,realRT,accuracy,realAccuracy,trueConnection,participant,Structure,trial
4,7,2.152,1,1,ihd,edj8zsg91okuwrc,Sequence,31
6,8,5.003,0,1,ihd,edj8zsg91okuwrc,Sequence,32
7,13,6.786,0.6,1,ihd,edj8zsg91okuwrc,Sequence,33
4,7,2.619,1,1,ihd,edj8zsg91okuwrc,Sequence,34
2,3,0.768,1,0,ihd,edj8zsg91okuwrc,Sequence,35
3,5,2.527,0.9,1,a,edj8zsg91okuwrc,None,1
1,1,0.984,1,1,a,edj8zsg91okuwrc,None,2
3,5,1.962,1,1,a,edj8zsg91okuwrc,None,3
4,7,3.335,0.8,1,a,edj8zsg91okuwrc,None,4
4,7,2.595,0.2,1,a,edj8zsg91okuwrc,None,5
5,9,4.541,0.5,1,a,edj8zsg91okuwrc,None,6
2,3,1.231,1,1,a,edj8zsg91okuwrc,None,7
7,11,7.793,0.8,1,a,edj8zsg91okuwrc,None,8
4,7,2.168,1,1,a,edj8zsg91okuwrc,None,9
6,9,6.083,1,1,a,edj8zsg91okuwrc,None,10
2,3,1.018,1,1,a,edj8zsg91okuwrc,None,11
3,5,1.943,0.8,1,a,edj8zsg91okuwrc,None,12
3,5,2.257,1,1,a,edj8zsg91okuwrc,None,13
4,6,4.015,0.8,1,a,edj8zsg91okuwrc,None,14
6,8,6.319,1,1,a,edj8zsg91okuwrc,None,15
5,6,5.123,0,1,a,edj8zsg91okuwrc,None,16
3,5,1.919,1,1,a,edj8zsg91okuwrc,None,17
7,11,7.342,0.5,1,a,edj8zsg91okuwrc,None,18
5,9,3.27,0.1,1,a,edj8zsg91okuwrc,None,19
4,7,3.755,1,1,a,edj8zsg91okuwrc,None,20
5,9,3.607,0.1,1,a,edj8zsg91okuwrc,None,21
5,9,4.732,0.9,1,a,edj8zsg91okuwrc,None,22
6,11,6.406,0.3,1,a,edj8zsg91okuwrc,None,23
7,13,9.241,0.9,1,a,edj8zsg91okuwrc,None,24
7,13,8.864,0.7,1,a,edj8zsg91okuwrc,None,25
1,1,0.831,1,1,a,edj8zsg91okuwrc,None,26
6,11,4.72,0.7,1,a,edj8zsg91okuwrc,None,27
1,1,0.769,1,1,a,edj8zsg91okuwrc,None,28
2,3,1.074,1,1,a,edj8zsg91okuwrc,None,29
6,11,5.408,1,1,a,edj8zsg91okuwrc,None,30
1,1,0.763,1,1,a,edj8zsg91okuwrc,None,31
2,3,1.21,1,1,a,edj8zsg91okuwrc,None,32
2,3,0.792,1,1,a,edj8zsg91okuwrc,None,33
1,1,0.724,1,1,a,edj8zsg91okuwrc,None,34
7,11,8.839,1,0,a,edj8zsg91okuwrc,None,35
3,5,2.204,0.8,1,a,4w9ejvvn5wn1gp4,Query,1
3,5,2.073,1,1,a,4w9ejvvn5wn1gp4,Query,2
6,10,7.6,0.6,1,a,4w9ejvvn5wn1gp4,Query,3
1,1,0.626,1,1,a,4w9ejvvn5wn1gp4,Query,4
1,1,0.589,1,1,a,4w9ejvvn5wn1gp4,Query,5
4,7,4.657,1,1,a,4w9ejvvn5wn1gp4,Query,6
1,1,0.606,1,1,a,4w9ejvvn5wn1gp4,Query,7
7,12,17.859,1,1,a,4w9ejvvn5wn1gp4,Query,8
2,3,1.014,1,1,a,4w9ejvvn5wn1gp4,Query,9
2,3,0.992,1,1,a,4w9ejvvn5wn1gp4,Query,10
7,9,12.514,1,1,a,4w9ejvvn5wn1gp4,Query,11
3,3,2.934,1,1,a,4w9ejvvn5wn1gp4,Query,12
5,6,5.707,1,1,a,4w9ejvvn5wn1gp4,Query,13
5,6,7.37,1,1,a,4w9ejvvn5wn1gp4,Query,14
2,3,1.102,1,1,a,4w9ejvvn5wn1gp4,Query,15
2,3,1.657,1,1,a,4w9ejvvn5wn1gp4,Query,16
2,3,0.962,1,1,a,4w9ejvvn5wn1gp4,Query,17
6,6,9.652,0.8,1,a,4w9ejvvn5wn1gp4,Query,18
1,1,0.537,1,1,a,4w9ejvvn5wn1gp4,Query,19
6,6,21.039,0.5,1,a,4w9ejvvn5wn1gp4,Query,20
7,7,10.918,0.9,0,a,4w9ejvvn5wn1gp4,Query,21
6,7,8.026,1,1,a,4w9ejvvn5wn1gp4,Query,22
3,4,2.52,1,1,a,4w9ejvvn5wn1gp4,Query,23
6,6,13.503,1,1,a,4w9ejvvn5wn1gp4,Query,24
5,6,6.323,1,1,a,4w9ejvvn5wn1gp4,Query,25
4,5,5.074,1,1,a,4w9ejvvn5wn1gp4,Query,26
1,1,0.586,1,1,a,4w9ejvvn5wn1gp4,Query,27
5,6,7.312,1,1,a,4w9ejvvn5wn1gp4,Query,28
7,8,10.452,1,1,a,4w9ejvvn5wn1gp4,Query,29
4,5,4.084,1,1,a,4w9ejvvn5wn1gp4,Query,30
7,8,9.015,1,1,a,4w9ejvvn5wn1gp4,Query,31
4,5,3.72,1,1,a,4w9ejvvn5wn1gp4,Query,32
3,4,1.982,1,1,a,4w9ejvvn5wn1gp4,Query,33
5,6,12.126,1,1,a,4w9ejvvn5wn1gp4,Query,34
4,5,2.935,1,1,a,4w9ejvvn5wn1gp4,Query,35
2,3,1.845,1,1,ech,4w9ejvvn5wn1gp4,Sequence,1
6,10,7.115,0.6,1,ech,4w9ejvvn5wn1gp4,Sequence,2
7,11,9.78,0.4,0,ech,4w9ejvvn5wn1gp4,Sequence,3
1,1,0.816,1,1,ech,4w9ejvvn5wn1gp4,Sequence,4
3,5,4.849,1,1,ech,4w9ejvvn5wn1gp4,Sequence,5
2,3,1.043,1,1,ech,4w9ejvvn5wn1gp4,Sequence,6
1,1,0.716,1,1,ech,4w9ejvvn5wn1gp4,Sequence,7
4,7,3.875,0.6,1,ech,4w9ejvvn5wn1gp4,Sequence,8
1,1,0.557,1,1,ech,4w9ejvvn5wn1gp4,Sequence,9
6,9,10.143,0.7,1,ech,4w9ejvvn5wn1gp4,Sequence,10
4,7,2.944,1,1,ech,4w9ejvvn5wn1gp4,Sequence,11
1,1,0.606,1,1,ech,4w9ejvvn5wn1gp4,Sequence,12
2,3,1.004,1,1,ech,4w9ejvvn5wn1gp4,Sequence,13
4,6,3.55,0.8,1,ech,4w9ejvvn5wn1gp4,Sequence,14
5,7,8.096,0.9,1,ech,4w9ejvvn5wn1gp4,Sequence,15
4,6,4.658,1,1,ech,4w9ejvvn5wn1gp4,Sequence,16
4,6,3.143,0.7,1,ech,4w9ejvvn5wn1gp4,Sequence,17
5,8,10.071,1,1,ech,4w9ejvvn5wn1gp4,Sequence,18
5,8,7.402,1,1,ech,4w9ejvvn5wn1gp4,Sequence,19
1,1,0.687,1,1,ech,4w9ejvvn5wn1gp4,Sequence,20
3,5,2.102,0.6,1,ech,4w9ejvvn5wn1gp4,Sequence,21
6,9,9.144,1,1,ech,4w9ejvvn5wn1gp4,Sequence,22
2,3,0.993,1,1,ech,4w9ejvvn5wn1gp4,Sequence,23
3,5,2.53,1,1,ech,4w9ejvvn5wn1gp4,Sequence,24
2,3,0.903,1,1,ech,4w9ejvvn5wn1gp4,Sequence,25
7,9,17.9,1,1,ech,4w9ejvvn5wn1gp4,Sequence,26
5,7,6.508,0.8,0,ech,4w9ejvvn5wn1gp4,Sequence,27
5,6,9.56,1,1,ech,4w9ejvvn5wn1gp4,Sequence,28
7,8,18.484,0,0,ech,4w9ejvvn5wn1gp4,Sequence,29
3,5,3.252,0.8,1,ech,4w9ejvvn5wn1gp4,Sequence,30
6,11,9.69,0.8,1,ech,4w9ejvvn5wn1gp4,Sequence,31
7,13,14.473,0.3,1,ech,4w9ejvvn5wn1gp4,Sequence,32
7,13,12.247,1,1,ech,4w9ejvvn5wn1gp4,Sequence,33
3,5,2.567,1,1,ech,4w9ejvvn5wn1gp4,Sequence,34
6,11,7.027,0.9,1,ech,4w9ejvvn5wn1gp4,Sequence,35
5,9,6.626,0.9,1,a,4w9ejvvn5wn1gp4,None,1
1,1,0.762,1,1,a,4w9ejvvn5wn1gp4,None,2
6,11,7.395,0.6,1,a,4w9ejvvn5wn1gp4,None,3
3,5,2.331,0.6,1,a,4w9ejvvn5wn1gp4,None,4
5,9,5.47,0.4,1,a,4w9ejvvn5wn1gp4,None,5
3,5,1.866,0.8,1,a,4w9ejvvn5wn1gp4,None,6
4,6,4.182,0.4,1,a,4w9ejvvn5wn1gp4,None,7
1,1,0.767,1,1,a,4w9ejvvn5wn1gp4,None,8
3,5,1.487,1,1,a,4w9ejvvn5wn1gp4,None,9
2,3,1.244,1,1,a,4w9ejvvn5wn1gp4,None,10
6,9,6.874,0.5,1,a,4w9ejvvn5wn1gp4,None,11
6,9,14.772,0.4,1,a,4w9ejvvn5wn1gp4,None,12
7,10,12.114,0,0,a,4w9ejvvn5wn1gp4,None,13
2,3,1.082,0.8,1,a,4w9ejvvn5wn1gp4,None,14
1,1,0.751,1,1,a,4w9ejvvn5wn1gp4,None,15
4,7,5.348,0.6,1,a,4w9ejvvn5wn1gp4,None,16
4,7,4.52,1,1,a,4w9ejvvn5wn1gp4,None,17
7,12,8.066,0.2,0,a,4w9ejvvn5wn1gp4,None,18
7,12,21.188,0.2,0,a,4w9ejvvn5wn1gp4,None,19
5,9,12.532,1,1,a,4w9ejvvn5wn1gp4,None,20
2,3,1.26,1,1,a,4w9ejvvn5wn1gp4,None,21
5,9,6.363,0.9,1,a,4w9ejvvn5wn1gp4,None,22
1,1,0.628,1,1,a,4w9ejvvn5wn1gp4,None,23
6,11,7.168,1,1,a,4w9ejvvn5wn1gp4,None,24
1,1,0.637,1,1,a,4w9ejvvn5wn1gp4,None,25
6,11,9.03,1,1,a,4w9ejvvn5wn1gp4,None,26
2,3,1.537,1,1,a,4w9ejvvn5wn1gp4,None,27
2,3,2.016,1,1,a,4w9ejvvn5wn1gp4,None,28
7,13,10.167,1,0,a,4w9ejvvn5wn1gp4,None,29
7,13,6.839,1,1,a,4w9ejvvn5wn1gp4,None,30
4,7,4.661,1,1,a,4w9ejvvn5wn1gp4,None,31
4,7,3.639,1,1,a,4w9ejvvn5wn1gp4,None,32
5,9,8.402,1,1,a,4w9ejvvn5wn1gp4,None,33
3,5,1.646,1,1,a,4w9ejvvn5wn1gp4,None,34
3,5,2.787,1,1,a,4w9ejvvn5wn1gp4,None,35
6,11,4.291,0.9,1,a,zybgre563nuk6gb,Query,1
7,10,3.497,1,1,a,zybgre563nuk6gb,Query,2
1,1,1.215,1,1,a,zybgre563nuk6gb,Query,3
6,7,5.025,1,1,a,zybgre563nuk6gb,Query,4
3,4,8.345,1,1,a,zybgre563nuk6gb,Query,5
3,4,11.377,1,1,a,zybgre563nuk6gb,Query,6
4,5,3.537,1,1,a,zybgre563nuk6gb,Query,7
5,6,3.952,1,1,a,zybgre563nuk6gb,Query,8
7,8,4.011,1,1,a,zybgre563nuk6gb,Query,9
6,6,5.921,0.5,1,a,zybgre563nuk6gb,Query,10
5,6,2.864,1,1,a,zybgre563nuk6gb,Query,11
2,3,3.584,1,1,a,zybgre563nuk6gb,Query,12
2,3,2.984,1,1,a,zybgre563nuk6gb,Query,13
3,3,3.337,1,1,a,zybgre563nuk6gb,Query,14
6,7,5.233,1,1,a,zybgre563nuk6gb,Query,15
1,1,1.584,1,1,a,zybgre563nuk6gb,Query,16
4,4,2.935,0.7,1,a,zybgre563nuk6gb,Query,17
2,3,3.809,1,1,a,zybgre563nuk6gb,Query,18
1,1,1.409,1,1,a,zybgre563nuk6gb,Query,19
2,3,8.985,1,1,a,zybgre563nuk6gb,Query,20
5,6,3.872,0.8,1,a,zybgre563nuk6gb,Query,21
7,8,15.689,0.9,1,a,zybgre563nuk6gb,Query,22
3,4,6.096,1,1,a,zybgre563nuk6gb,Query,23
5,4,3.887,0,1,a,zybgre563nuk6gb,Query,24
5,9,5.501,0.9,1,a,zybgre563nuk6gb,Query,25
7,9,2.985,0.5,1,a,zybgre563nuk6gb,Query,26
2,3,3.028,0.9,1,a,zybgre563nuk6gb,Query,27
4,5,4.313,1,1,a,zybgre563nuk6gb,Query,28
6,6,3.736,1,1,a,zybgre563nuk6gb,Query,29
1,1,1.104,1,1,a,zybgre563nuk6gb,Query,30
3,4,6.919,0.9,1,a,zybgre563nuk6gb,Query,31
1,1,1.472,1,1,a,zybgre563nuk6gb,Query,32
7,7,5.673,0.3,1,a,zybgre563nuk6gb,Query,33
4,4,8.696,0.8,1,a,zybgre563nuk6gb,Query,34
4,4,5.945,1,1,a,zybgre563nuk6gb,Query,35
4,7,3.252,0.9,1,ejf,zybgre563nuk6gb,Sequence,1
2,3,5.033,0.8,1,ejf,zybgre563nuk6gb,Sequence,2
2,3,2.872,1,1,ejf,zybgre563nuk6gb,Sequence,3
1,1,1.328,1,1,ejf,zybgre563nuk6gb,Sequence,4
6,7,4.328,1,1,ejf,zybgre563nuk6gb,Sequence,5
1,1,1.344,1,1,ejf,zybgre563nuk6gb,Sequence,6
3,3,6.801,0.9,1,ejf,zybgre563nuk6gb,Sequence,7
1,1,3.149,1,1,ejf,zybgre563nuk6gb,Sequence,8
2,2,1.664,0.6,1,ejf,zybgre563nuk6gb,Sequence,9
5,5,9.618,0.5,1,ejf,zybgre563nuk6gb,Sequence,10
6,6,9.6,0.8,1,ejf,zybgre563nuk6gb,Sequence,11
5,5,5.657,0.7,1,ejf,zybgre563nuk6gb,Sequence,12
7,6,11.823,0.4,1,ejf,zybgre563nuk6gb,Sequence,13
7,8,3.649,0,1,ejf,zybgre563nuk6gb,Sequence,14
1,1,1.129,1,1,ejf,zybgre563nuk6gb,Sequence,15
4,7,5.577,0.7,1,ejf,zybgre563nuk6gb,Sequence,16
6,11,4.98,0.6,1,ejf,zybgre563nuk6gb,Sequence,17
7,13,7.84,0.3,1,ejf,zybgre563nuk6gb,Sequence,18
6,11,5.544,1,1,ejf,zybgre563nuk6gb,Sequence,19
2,3,2.136,1,1,ejf,zybgre563nuk6gb,Sequence,20
7,8,5.422,0,1,ejf,zybgre563nuk6gb,Sequence,21
3,5,6.503,0.9,1,ejf,zybgre563nuk6gb,Sequence,22
7,11,5.007,0.6,1,ejf,zybgre563nuk6gb,Sequence,23
6,9,5.16,0.5,1,ejf,zybgre563nuk6gb,Sequence,24
5,8,11.753,1,1,ejf,zybgre563nuk6gb,Sequence,25
3,4,14.127,1,1,ejf,zybgre563nuk6gb,Sequence,26
2,3,169.916,0.2,1,ejf,zybgre563nuk6gb,Sequence,27
3,4,7.217,1,1,ejf,zybgre563nuk6gb,Sequence,28
3,5,7.264,1,1,ejf,zybgre563nuk6gb,Sequence,29
1,1,1.464,1,1,ejf,zybgre563nuk6gb,Sequence,30
4,5,6.665,0.7,1,ejf,zybgre563nuk6gb,Sequence,31
4,5,6.537,0.7,1,ejf,zybgre563nuk6gb,Sequence,32
4,5,5.352,0.6,1,ejf,zybgre563nuk6gb,Sequence,33
5,7,8.977,0,1,ejf,zybgre563nuk6gb,Sequence,34
5,9,5.417,0.8,1,ejf,zybgre563nuk6gb,Sequence,35
6,11,6.107,0.2,1,a,zybgre563nuk6gb,None,1
4,7,5.264,1,1,a,zybgre563nuk6gb,None,2
3,5,5.09,1,1,a,zybgre563nuk6gb,None,3
4,7,5.849,0.2,1,a,zybgre563nuk6gb,None,4
5,9,3.456,0.9,1,a,zybgre563nuk6gb,None,5
2,3,5.264,1,1,a,zybgre563nuk6gb,None,6
5,9,7.808,0.4,1,a,zybgre563nuk6gb,None,7
1,1,1.065,1,1,a,zybgre563nuk6gb,None,8
7,12,5.305,0.3,0,a,zybgre563nuk6gb,None,9
2,3,5.177,1,1,a,zybgre563nuk6gb,None,10
3,5,7.297,1,1,a,zybgre563nuk6gb,None,11
3,5,7.657,1,1,a,zybgre563nuk6gb,None,12
6,11,6.816,1,1,a,zybgre563nuk6gb,None,13
7,13,6.259,1,1,a,zybgre563nuk6gb,None,14
4,7,7.097,0.8,1,a,zybgre563nuk6gb,None,15
4,7,5.473,0.8,1,a,zybgre563nuk6gb,None,16
6,10,4.425,1,1,a,zybgre563nuk6gb,None,17
3,5,6.048,0.8,1,a,zybgre563nuk6gb,None,18
6,11,7.321,1,1,a,zybgre563nuk6gb,None,19
4,7,4.289,0.3,1,a,zybgre563nuk6gb,None,20
1,1,1.273,1,1,a,zybgre563nuk6gb,None,21
1,1,0.929,1,1,a,zybgre563nuk6gb,None,22
6,10,5.713,0.8,1,a,zybgre563nuk6gb,None,23
5,9,8.164,0.9,1,a,zybgre563nuk6gb,None,24
1,1,2.769,1,1,a,zybgre563nuk6gb,None,25
2,3,6.152,1,1,a,zybgre563nuk6gb,None,26
2,3,29.071,1,1,a,zybgre563nuk6gb,None,27
5,8,4.994,1,1,a,zybgre563nuk6gb,None,28
3,5,14.96,1,1,a,zybgre563nuk6gb,None,29
7,8,4.664,0.7,1,a,zybgre563nuk6gb,None,30
1,1,9.519,1,1,a,zybgre563nuk6gb,None,31
2,3,2.264,1,1,a,zybgre563nuk6gb,None,32
7,8,6.281,0.4,1,a,zybgre563nuk6gb,None,33
5,6,4.505,0.2,1,a,zybgre563nuk6gb,None,34
7,8,5.217,1,1,a,zybgre563nuk6gb,None,35
2,3,2.906,1,1,a,gcbscmvhn2vt6bq,Query,1
3,5,4.343,0.4,1,a,gcbscmvhn2vt6bq,Query,2
1,1,0.812,1,1,a,gcbscmvhn2vt6bq,Query,3
5,7,4.083,0.8,1,a,gcbscmvhn2vt6bq,Query,4
4,7,3.162,1,1,a,gcbscmvhn2vt6bq,Query,5
1,1,1.071,1,1,a,gcbscmvhn2vt6bq,Query,6
6,8,10.403,0.4,1,a,gcbscmvhn2vt6bq,Query,7
3,5,3.105,1,1,a,gcbscmvhn2vt6bq,Query,8
3,5,2.677,1,1,a,gcbscmvhn2vt6bq,Query,9
2,3,1.241,1,1,a,gcbscmvhn2vt6bq,Query,10
3,4,2.622,1,1,a,gcbscmvhn2vt6bq,Query,11
4,4,3.349,1,1,a,gcbscmvhn2vt6bq,Query,12
4,4,3.956,1,1,a,gcbscmvhn2vt6bq,Query,13
6,7,5.425,0.8,1,a,gcbscmvhn2vt6bq,Query,14
2,3,1.943,1,1,a,gcbscmvhn2vt6bq,Query,15
1,1,0.844,1,1,a,gcbscmvhn2vt6bq,Query,16
3,4,3.208,1,1,a,gcbscmvhn2vt6bq,Query,17
7,7,5.636,1,1,a,gcbscmvhn2vt6bq,Query,18
5,6,4.573,1,1,a,gcbscmvhn2vt6bq,Query,19
1,1,0.703,1,1,a,gcbscmvhn2vt6bq,Query,20
6,7,5.789,1,1,a,gcbscmvhn2vt6bq,Query,21
1,1,0.744,1,1,a,gcbscmvhn2vt6bq,Query,22
2,3,1.219,1,1,a,gcbscmvhn2vt6bq,Query,23
7,8,5.696,1,1,a,gcbscmvhn2vt6bq,Query,24
5,6,4.901,1,1,a,gcbscmvhn2vt6bq,Query,25
5,6,4.433,1,1,a,gcbscmvhn2vt6bq,Query,26
4,5,4.009,1,1,a,gcbscmvhn2vt6bq,Query,27
6,6,3.555,0.8,1,a,gcbscmvhn2vt6bq,Query,28
2,3,1.017,1,1,a,gcbscmvhn2vt6bq,Query,29
5,6,3.137,0.8,1,a,gcbscmvhn2vt6bq,Query,30
6,6,4.434,1,1,a,gcbscmvhn2vt6bq,Query,31
4,5,2.946,0.8,1,a,gcbscmvhn2vt6bq,Query,32
7,8,8.62,1,1,a,gcbscmvhn2vt6bq,Query,33
7,7,9.109,1,1,a,gcbscmvhn2vt6bq,Query,34
7,8,9.507,1,1,a,gcbscmvhn2vt6bq,Query,35
4,7,8.406,0.8,0,gih,gcbscmvhn2vt6bq,Sequence,1
4,6,10.269,0.4,1,gih,gcbscmvhn2vt6bq,Sequence,2
5,6,17.313,0,1,gih,gcbscmvhn2vt6bq,Sequence,3
2,3,4.304,1,1,gih,gcbscmvhn2vt6bq,Sequence,4
7,9,12.088,0.8,1,gih,gcbscmvhn2vt6bq,Sequence,5
3,5,4.009,1,1,gih,gcbscmvhn2vt6bq,Sequence,6
5,6,6.809,0,1,gih,gcbscmvhn2vt6bq,Sequence,7
3,5,2.887,1,1,gih,gcbscmvhn2vt6bq,Sequence,8
4,6,4.278,1,1,gih,gcbscmvhn2vt6bq,Sequence,9
5,8,6.325,0.6,1,gih,gcbscmvhn2vt6bq,Sequence,10
6,8,9.627,0.4,1,gih,gcbscmvhn2vt6bq,Sequence,11
1,1,3.131,1,1,gih,gcbscmvhn2vt6bq,Sequence,12
2,3,1.339,1,1,gih,gcbscmvhn2vt6bq,Sequence,13
4,7,3.089,1,1,gih,gcbscmvhn2vt6bq,Sequence,14
3,5,3.4,1,1,gih,gcbscmvhn2vt6bq,Sequence,15
3,5,1.418,1,1,gih,gcbscmvhn2vt6bq,Sequence,16
1,1,1.106,1,1,gih,gcbscmvhn2vt6bq,Sequence,17
1,1,1.067,1,1,gih,gcbscmvhn2vt6bq,Sequence,18
7,8,16.469,0,0,gih,gcbscmvhn2vt6bq,Sequence,19
7,12,15.59,1,1,gih,gcbscmvhn2vt6bq,Sequence,20
2,3,3.341,1,1,gih,gcbscmvhn2vt6bq,Sequence,21
5,6,5.088,0.6,1,gih,gcbscmvhn2vt6bq,Sequence,22
6,6,5.236,0.2,1,gih,gcbscmvhn2vt6bq,Sequence,23
3,4,2.357,0.2,1,gih,gcbscmvhn2vt6bq,Sequence,24
1,1,1.8,1,1,gih,gcbscmvhn2vt6bq,Sequence,25
1,1,0.875,1,1,gih,gcbscmvhn2vt6bq,Sequence,26
6,8,5.324,1,1,gih,gcbscmvhn2vt6bq,Sequence,27
5,7,3.643,0.6,1,gih,gcbscmvhn2vt6bq,Sequence,28
4,5,2.594,0,1,gih,gcbscmvhn2vt6bq,Sequence,29
6,11,4.82,1,1,gih,gcbscmvhn2vt6bq,Sequence,30
7,12,12.086,0.6,1,gih,gcbscmvhn2vt6bq,Sequence,31
2,3,2.914,1,1,gih,gcbscmvhn2vt6bq,Sequence,32
7,9,12.682,0,0,gih,gcbscmvhn2vt6bq,Sequence,33
2,3,3.041,1,1,gih,gcbscmvhn2vt6bq,Sequence,34
6,11,7.801,0.2,1,gih,gcbscmvhn2vt6bq,Sequence,35
4,7,4.253,1,1,a,gcbscmvhn2vt6bq,None,1
5,7,3.813,0,1,a,gcbscmvhn2vt6bq,None,2
4,7,2.534,0.6,1,a,gcbscmvhn2vt6bq,None,3
3,5,2.641,1,1,a,gcbscmvhn2vt6bq,None,4
2,3,1.518,1,1,a,gcbscmvhn2vt6bq,None,5
7,6,6.411,0,0,a,gcbscmvhn2vt6bq,None,6
2,3,1.031,1,1,a,gcbscmvhn2vt6bq,None,7
6,8,5.025,0.8,1,a,gcbscmvhn2vt6bq,None,8
5,8,4.156,0.2,1,a,gcbscmvhn2vt6bq,None,9
5,8,4.017,1,1,a,gcbscmvhn2vt6bq,None,10
1,1,0.879,1,1,a,gcbscmvhn2vt6bq,None,11
3,5,2.139,1,1,a,gcbscmvhn2vt6bq,None,12
6,7,7.814,0,1,a,gcbscmvhn2vt6bq,None,13
1,1,0.693,1,1,a,gcbscmvhn2vt6bq,None,14
5,9,5.021,1,1,a,gcbscmvhn2vt6bq,None,15
4,6,3.783,0.6,1,a,gcbscmvhn2vt6bq,None,16
7,10,11.313,0.2,1,a,gcbscmvhn2vt6bq,None,17
3,4,2.296,1,1,a,gcbscmvhn2vt6bq,None,18
4,6,3.596,1,1,a,gcbscmvhn2vt6bq,None,19
2,3,1.511,1,1,a,gcbscmvhn2vt6bq,None,20
3,5,1.846,1,1,a,gcbscmvhn2vt6bq,None,21
4,6,1.979,0.6,1,a,gcbscmvhn2vt6bq,None,22
7,9,6.843,0.6,1,a,gcbscmvhn2vt6bq,None,23
7,8,9.625,0,1,a,gcbscmvhn2vt6bq,None,24
1,1,0.823,1,1,a,gcbscmvhn2vt6bq,None,25
5,9,3.656,1,1,a,gcbscmvhn2vt6bq,None,26
2,3,1.3,1,1,a,gcbscmvhn2vt6bq,None,27
6,6,6.66,0.4,1,a,gcbscmvhn2vt6bq,None,28
7,8,6.305,1,1,a,gcbscmvhn2vt6bq,None,29
1,1,1.06,1,1,a,gcbscmvhn2vt6bq,None,30
1,1,0.647,1,1,a,gcbscmvhn2vt6bq,None,31
6,8,7.2,0,1,a,gcbscmvhn2vt6bq,None,32
2,3,1.706,1,1,a,gcbscmvhn2vt6bq,None,33
6,11,6.899,1,1,a,gcbscmvhn2vt6bq,None,34
3,4,2.386,1,1,a,gcbscmvhn2vt6bq,None,35
6,10,5.097,0.4,1,a,qn2bd9kkow9cfv1,Query,1
1,1,1.142,1,1,a,qn2bd9kkow9cfv1,Query,2
3,5,1.577,1,1,a,qn2bd9kkow9cfv1,Query,3
3,5,1.843,1,1,a,qn2bd9kkow9cfv1,Query,4
1,1,0.716,1,1,a,qn2bd9kkow9cfv1,Query,5
5,9,3.388,1,1,a,qn2bd9kkow9cfv1,Query,6
5,8,3.183,0.8,1,a,qn2bd9kkow9cfv1,Query,7
4,7,1.871,1,1,a,qn2bd9kkow9cfv1,Query,8
5,8,2.802,1,1,a,qn2bd9kkow9cfv1,Query,9
4,7,3.437,1,1,a,qn2bd9kkow9cfv1,Query,10
2,3,0.959,0.8,1,a,qn2bd9kkow9cfv1,Query,11
2,3,1.006,1,1,a,qn2bd9kkow9cfv1,Query,12
2,3,0.686,1,1,a,qn2bd9kkow9cfv1,Query,13
4,6,3.26,1,1,a,qn2bd9kkow9cfv1,Query,14
6,7,3.984,1,1,a,qn2bd9kkow9cfv1,Query,15
7,7,5.704,1,1,a,qn2bd9kkow9cfv1,Query,16
6,6,6.785,0.8,1,a,qn2bd9kkow9cfv1,Query,17
1,1,1.097,1,1,a,qn2bd9kkow9cfv1,Query,18
6,7,4.431,1,1,a,qn2bd9kkow9cfv1,Query,19
7,8,4.939,1,1,a,qn2bd9kkow9cfv1,Query,20
3,4,1.65,1,1,a,qn2bd9kkow9cfv1,Query,21
5,6,2.717,1,1,a,qn2bd9kkow9cfv1,Query,22
7,7,7.217,0.4,1,a,qn2bd9kkow9cfv1,Query,23
1,1,0.565,1,1,a,qn2bd9kkow9cfv1,Query,24
4,5,1.973,1,1,a,qn2bd9kkow9cfv1,Query,25
7,8,6.894,1,0,a,qn2bd9kkow9cfv1,Query,26
1,1,0.604,1,1,a,qn2bd9kkow9cfv1,Query,27
4,5,2.588,0.8,1,a,qn2bd9kkow9cfv1,Query,28
3,3,1.738,1,1,a,qn2bd9kkow9cfv1,Query,29
7,6,3.883,1,0,a,qn2bd9kkow9cfv1,Query,30
3,4,1.087,1,1,a,qn2bd9kkow9cfv1,Query,31
6,5,3.37,0,1,a,qn2bd9kkow9cfv1,Query,32
5,9,2.102,1,1,a,qn2bd9kkow9cfv1,Query,33
2,3,0.774,1,1,a,qn2bd9kkow9cfv1,Query,34
2,3,0.886,0.8,1,a,qn2bd9kkow9cfv1,Query,35
1,1,2.038,1,1,cif,qn2bd9kkow9cfv1,Sequence,1
5,9,3.499,0.6,1,cif,qn2bd9kkow9cfv1,Sequence,2
1,1,0.567,1,1,cif,qn2bd9kkow9cfv1,Sequence,3
7,10,5.032,1,1,cif,qn2bd9kkow9cfv1,Sequence,4
5,8,3.086,1,1,cif,qn2bd9kkow9cfv1,Sequence,5
2,3,0.945,1,1,cif,qn2bd9kkow9cfv1,Sequence,6
3,5,1.318,1,1,cif,qn2bd9kkow9cfv1,Sequence,7
5,9,2.816,0.6,1,cif,qn2bd9kkow9cfv1,Sequence,8
1,1,0.715,1,1,cif,qn2bd9kkow9cfv1,Sequence,9
6,7,2.772,1,1,cif,qn2bd9kkow9cfv1,Sequence,10
1,1,0.527,1,1,cif,qn2bd9kkow9cfv1,Sequence,11
3,4,1.48,1,1,cif,qn2bd9kkow9cfv1,Sequence,12
2,3,0.89,1,1,cif,qn2bd9kkow9cfv1,Sequence,13
